"id"	"exp_condition"	"workerid"	"round"	"round_step"	"total_step"	"participant_x"	"participant_y"	"participant_action"	"participant_points"	"learner_x"	"learner_y"	"learner_action"	"reaction_time"	"is_collision"	"participant_gets_goal"	"learner_gets_goal"	"computation_time"	"learner_iterations"	"date_time"
6837	"s"	"kwqyT4jpAf"	16	1	76	1	1	"right"	0	3	1	"left"	609	1	0	0	99	0	"2015-10-15T22:54:28.504Z"
6838	"f"	"cg30Fxw2CY"	18	4	207	2	1	"wait"	17	3	2	"down"	331	1	0	0	231	0	"2015-10-15T22:45:43.195Z"
6839	"f"	"m9ncUQfmjD"	12	0	118	0	1	"right"	12	4	1	"left"	911	0	0	0	301	0	"2015-10-15T22:54:40.344Z"
6840	"s"	"xU9jhFf4Ot"	1	4	11	2	1	"right"	1	3	2	"down"	3503	1	0	0	1619	0	"2015-10-15T22:54:27.662Z"
6841	"s"	"EaivrqabCG"	9	9	75	2	2	"down"	3	2	1	"left"	944	0	0	0	375	0	"2015-10-15T22:56:48.583Z"
6842	"f"	"cg30Fxw2CY"	18	5	208	2	1	"right"	17	3	1	"up"	284	0	0	0	227	0	"2015-10-15T22:45:43.789Z"
6843	"s"	"kwqyT4jpAf"	16	2	77	1	1	"up"	0	3	1	"left"	846	0	0	0	99	0	"2015-10-15T22:54:29.656Z"
6844	"f"	"m9ncUQfmjD"	12	1	119	1	1	"right"	12	3	1	"left"	490	1	0	0	297	0	"2015-10-15T22:54:41.155Z"
6845	"s"	"kwqyT4jpAf"	16	3	78	1	2	"right"	0	2	1	"left"	149	0	0	0	98	0	"2015-10-15T22:54:30.111Z"
6846	"f"	"cg30Fxw2CY"	18	6	209	3	1	"right"	17	3	2	"left"	568	0	1	0	247	0	"2015-10-15T22:45:44.668Z"
6847	"s"	"kwqyT4jpAf"	16	4	79	2	2	"right"	0	1	1	"left"	220	0	0	1	105	0	"2015-10-15T22:54:30.637Z"
6848	"f"	"m9ncUQfmjD"	12	2	120	1	1	"down"	12	3	1	"left"	515	0	0	0	297	0	"2015-10-15T22:54:41.990Z"
6849	"f"	"m9ncUQfmjD"	12	3	121	1	0	"right"	12	2	1	"right"	440	0	0	0	410	0	"2015-10-15T22:54:42.756Z"
6850	"s"	"xU9jhFf4Ot"	1	5	12	2	1	"wait"	1	3	2	"down"	3008	1	0	0	1646	0	"2015-10-15T22:54:31.027Z"
6851	"s"	"Zh1MLlISAE"	19	0	188	0	1	"right"	18	4	1	"wait"	1274	1	0	0	612	0	"2015-10-15T22:54:31.613Z"
6852	"s"	"EaivrqabCG"	9	10	76	2	1	"left"	3	1	1	"left"	2234	0	0	1	386	0	"2015-10-15T22:56:51.121Z"
6853	"f"	"m9ncUQfmjD"	12	4	122	2	0	"right"	12	3	1	"left"	345	0	0	0	287	0	"2015-10-15T22:54:43.420Z"
6854	"s"	"Zh1MLlISAE"	19	1	189	1	1	"right"	18	4	1	"right"	729	0	0	0	619	0	"2015-10-15T22:54:32.661Z"
6855	"f"	"m9ncUQfmjD"	12	5	123	3	0	"right"	12	2	1	"left"	279	0	0	0	268	0	"2015-10-15T22:54:44.022Z"
6856	"f"	"m9ncUQfmjD"	12	6	124	4	0	"up"	12	1	1	"left"	382	0	1	1	305	0	"2015-10-15T22:54:44.731Z"
6857	"f"	"cg30Fxw2CY"	19	0	210	0	1	"right"	18	4	1	"left"	410	0	0	0	201	0	"2015-10-15T22:45:47.649Z"
6858	"f"	"cg30Fxw2CY"	19	1	211	1	1	"right"	18	3	1	"up"	298	0	0	0	240	0	"2015-10-15T22:45:48.256Z"
6859	"s"	"kwqyT4jpAf"	17	0	80	0	1	"right"	0	4	1	"left"	1260	0	0	0	100	0	"2015-10-15T22:54:34.457Z"
6860	"f"	"cg30Fxw2CY"	19	2	212	2	1	"right"	18	3	2	"down"	366	1	0	0	257	0	"2015-10-15T22:45:48.931Z"
6861	"s"	"kwqyT4jpAf"	17	1	81	1	1	"up"	0	3	1	"left"	190	0	0	0	100	0	"2015-10-15T22:54:34.953Z"
6862	"f"	"cg30Fxw2CY"	19	3	213	2	1	"right"	18	3	2	"down"	262	1	0	0	219	0	"2015-10-15T22:45:49.502Z"
6863	"s"	"kwqyT4jpAf"	17	2	82	1	2	"right"	0	2	1	"left"	213	0	0	0	101	0	"2015-10-15T22:54:35.473Z"
6864	"s"	"EaivrqabCG"	10	0	77	0	1	"right"	3	4	1	"up"	1354	0	0	0	351	0	"2015-10-15T22:56:55.059Z"
6865	"s"	"Zh1MLlISAE"	19	2	190	2	1	"right"	18	4	1	"left"	2749	1	0	0	2531	3	"2015-10-15T22:54:35.732Z"
6866	"f"	"cg30Fxw2CY"	19	4	214	2	1	"right"	18	3	2	"down"	297	1	0	0	250	0	"2015-10-15T22:45:50.109Z"
6867	"s"	"kwqyT4jpAf"	17	3	83	2	2	"right"	0	1	1	"left"	198	0	0	1	100	0	"2015-10-15T22:54:35.976Z"
6868	"f"	"cg30Fxw2CY"	19	5	215	2	1	"right"	18	3	2	"down"	271	1	0	0	232	0	"2015-10-15T22:45:50.690Z"
6869	"s"	"EaivrqabCG"	10	1	78	1	1	"right"	3	4	2	"left"	1047	0	0	0	389	0	"2015-10-15T22:56:56.424Z"
6870	"f"	"cg30Fxw2CY"	19	6	216	2	1	"wait"	18	3	2	"down"	384	1	0	0	239	0	"2015-10-15T22:45:51.386Z"
6871	"f"	"m9ncUQfmjD"	13	0	125	0	1	"right"	13	4	1	"left"	1197	0	0	0	279	0	"2015-10-15T22:54:48.516Z"
6872	"s"	"EaivrqabCG"	10	2	79	2	1	"right"	3	3	2	"down"	586	1	0	0	386	0	"2015-10-15T22:56:57.320Z"
6873	"f"	"cg30Fxw2CY"	19	7	217	2	1	"right"	18	3	1	"left"	347	1	0	0	241	0	"2015-10-15T22:45:52.044Z"
6874	"f"	"m9ncUQfmjD"	13	1	126	1	1	"right"	13	3	1	"left"	373	1	0	0	249	0	"2015-10-15T22:54:49.219Z"
6875	"f"	"cg30Fxw2CY"	19	8	218	2	1	"wait"	18	3	1	"left"	569	1	0	0	271	0	"2015-10-15T22:45:52.922Z"
6876	"f"	"m9ncUQfmjD"	13	2	127	1	1	"right"	13	3	1	"left"	362	1	0	0	194	0	"2015-10-15T22:54:49.899Z"
6877	"f"	"m9ncUQfmjD"	13	3	128	1	1	"right"	13	3	1	"left"	321	1	0	0	223	0	"2015-10-15T22:54:50.538Z"
6878	"s"	"Zh1MLlISAE"	19	3	191	2	1	"wait"	18	4	1	"left"	3271	1	0	0	3005	3	"2015-10-15T22:54:39.325Z"
6879	"s"	"kwqyT4jpAf"	18	0	84	0	1	"right"	0	4	1	"left"	880	0	0	0	203	1	"2015-10-15T22:54:39.415Z"
6880	"f"	"cg30Fxw2CY"	19	9	219	2	1	"wait"	18	3	1	"left"	397	1	0	0	260	0	"2015-10-15T22:45:53.628Z"
6881	"f"	"cg30Fxw2CY"	19	10	220	2	1	"wait"	18	3	1	"left"	367	1	0	0	251	0	"2015-10-15T22:45:54.306Z"
6882	"f"	"m9ncUQfmjD"	13	4	129	1	1	"down"	13	3	1	"left"	573	0	0	0	196	0	"2015-10-15T22:54:51.469Z"
6883	"s"	"kwqyT4jpAf"	18	1	85	1	1	"up"	0	3	1	"left"	639	0	0	0	101	0	"2015-10-15T22:54:40.361Z"
6884	"f"	"cg30Fxw2CY"	19	11	221	2	1	"wait"	18	3	1	"right"	300	1	0	0	244	0	"2015-10-15T22:45:54.918Z"
6885	"f"	"m9ncUQfmjD"	13	5	130	1	0	"right"	13	2	1	"wait"	308	1	0	0	207	0	"2015-10-15T22:54:52.153Z"
6886	"s"	"EaivrqabCG"	10	3	80	2	1	"right"	3	3	2	"down"	2771	1	0	0	390	0	"2015-10-15T22:57:00.408Z"
6887	"s"	"Zh1MLlISAE"	19	4	192	2	1	"wait"	18	3	1	"wait"	1684	1	0	0	625	0	"2015-10-15T22:54:41.325Z"
6888	"f"	"cg30Fxw2CY"	19	12	222	2	1	"right"	18	4	1	"left"	568	1	0	0	265	0	"2015-10-15T22:45:55.796Z"
6889	"s"	"EaivrqabCG"	10	4	81	2	1	"wait"	3	3	2	"down"	920	1	0	0	393	0	"2015-10-15T22:57:01.637Z"
6890	"f"	"m9ncUQfmjD"	13	6	131	2	0	"right"	13	2	1	"wait"	376	1	0	0	327	0	"2015-10-15T22:54:52.849Z"
6891	"s"	"kwqyT4jpAf"	18	2	86	1	2	"right"	0	2	1	"left"	1562	0	0	0	98	0	"2015-10-15T22:54:42.229Z"
6892	"f"	"m9ncUQfmjD"	13	7	132	3	0	"right"	13	2	1	"left"	497	0	0	0	299	0	"2015-10-15T22:54:53.668Z"
6893	"s"	"xU9jhFf4Ot"	1	6	13	2	1	"up"	1	3	1	"left"	10042	0	0	0	6075	3	"2015-10-15T22:54:41.401Z"
6894	"f"	"cg30Fxw2CY"	19	13	223	2	1	"down"	18	4	1	"left"	702	0	0	0	251	0	"2015-10-15T22:45:56.810Z"
6895	"s"	"kwqyT4jpAf"	18	3	87	2	2	"down"	0	1	1	"left"	429	0	0	1	100	0	"2015-10-15T22:54:42.966Z"
6896	"f"	"m9ncUQfmjD"	13	8	133	4	0	"up"	13	1	1	"left"	284	0	1	1	229	0	"2015-10-15T22:54:54.286Z"
6897	"s"	"Zh1MLlISAE"	19	5	193	2	1	"right"	18	3	1	"left"	1597	1	0	0	618	0	"2015-10-15T22:54:43.241Z"
6898	"f"	"cg30Fxw2CY"	19	14	224	2	0	"right"	18	3	1	"left"	267	0	0	0	241	0	"2015-10-15T22:45:57.385Z"
6899	"f"	"cg30Fxw2CY"	19	15	225	3	0	"right"	18	2	1	"left"	305	0	0	0	247	0	"2015-10-15T22:45:57.998Z"
6900	"s"	"xU9jhFf4Ot"	1	7	14	2	2	"right"	1	2	1	"left"	2241	0	0	0	1513	0	"2015-10-15T22:54:44.002Z"
6901	"s"	"Zh1MLlISAE"	19	6	194	2	1	"wait"	18	3	1	"up"	1667	1	0	0	1160	1	"2015-10-15T22:54:45.226Z"
6902	"f"	"cg30Fxw2CY"	19	16	226	4	0	"up"	18	1	1	"left"	1219	0	1	1	250	0	"2015-10-15T22:45:59.528Z"
6903	"s"	"EaivrqabCG"	10	5	82	2	1	"right"	3	3	1	"wait"	3155	1	0	0	380	0	"2015-10-15T22:57:05.105Z"
6904	"s"	"Zh1MLlISAE"	19	7	195	2	1	"right"	18	3	2	"down"	1768	1	0	0	1633	1	"2015-10-15T22:54:47.310Z"
6905	"f"	"m9ncUQfmjD"	14	0	134	0	1	"right"	14	4	1	"left"	1871	0	0	0	250	0	"2015-10-15T22:54:58.756Z"
6906	"f"	"m9ncUQfmjD"	14	1	135	1	1	"right"	14	3	1	"left"	264	1	0	0	196	0	"2015-10-15T22:54:59.343Z"
6907	"s"	"EaivrqabCG"	10	6	83	2	1	"down"	3	3	1	"left"	2432	0	0	0	386	0	"2015-10-15T22:57:07.854Z"
6908	"f"	"m9ncUQfmjD"	14	2	136	1	1	"right"	14	3	1	"left"	315	1	0	0	270	0	"2015-10-15T22:54:59.976Z"
6909	"s"	"EaivrqabCG"	10	7	84	2	0	"right"	3	2	1	"left"	843	0	0	0	366	0	"2015-10-15T22:57:09.024Z"
6910	"s"	"Zh1MLlISAE"	19	8	196	2	1	"right"	18	3	2	"down"	2725	1	0	0	1850	3	"2015-10-15T22:54:50.364Z"
6911	"f"	"m9ncUQfmjD"	14	3	137	1	1	"right"	14	3	1	"left"	1464	1	0	0	255	0	"2015-10-15T22:55:01.753Z"
6912	"f"	"m9ncUQfmjD"	14	4	138	1	1	"down"	14	3	1	"left"	337	0	0	0	198	0	"2015-10-15T22:55:02.416Z"
6913	"s"	"xU9jhFf4Ot"	1	8	15	3	2	"right"	1	1	1	"left"	4968	0	0	1	4505	2	"2015-10-15T22:54:49.288Z"
6914	"f"	"8vfXyBuTAC"	14	0	88	0	1	"right"	9	4	1	"down"	26276	0	0	0	188	0	"2015-10-15T22:54:40.422Z"
6915	"f"	"m9ncUQfmjD"	14	5	139	1	0	"right"	14	2	1	"left"	223	0	0	0	207	0	"2015-10-15T22:55:02.985Z"
6916	"f"	"m9ncUQfmjD"	14	6	140	2	0	"right"	14	1	1	"wait"	317	1	0	0	250	0	"2015-10-15T22:55:03.618Z"
6917	"f"	"8vfXyBuTAC"	14	1	89	1	1	"right"	9	4	0	"left"	1066	0	0	0	199	0	"2015-10-15T22:54:41.800Z"
6918	"f"	"m9ncUQfmjD"	14	7	141	3	0	"right"	14	1	1	"wait"	225	1	0	0	199	0	"2015-10-15T22:55:04.161Z"
6919	"s"	"Zh1MLlISAE"	19	9	197	2	1	"wait"	18	3	2	"down"	2485	1	0	0	2252	3	"2015-10-15T22:54:53.163Z"
6920	"f"	"8vfXyBuTAC"	14	2	90	2	1	"wait"	9	3	0	"left"	400	1	0	0	187	0	"2015-10-15T22:54:42.513Z"
6921	"f"	"m9ncUQfmjD"	14	8	142	4	0	"up"	14	1	1	"left"	442	0	1	1	300	0	"2015-10-15T22:55:04.918Z"
6922	"s"	"Zh1MLlISAE"	19	10	198	2	1	"wait"	18	3	1	"right"	1025	1	0	0	630	0	"2015-10-15T22:54:54.505Z"
6923	"s"	"EaivrqabCG"	10	8	85	3	0	"up"	3	1	1	"left"	4651	0	0	1	1491	3	"2015-10-15T22:57:13.995Z"
6924	"f"	"8vfXyBuTAC"	14	3	91	2	1	"right"	9	2	0	"left"	1141	0	0	0	161	0	"2015-10-15T22:54:43.984Z"
6925	"s"	"Zh1MLlISAE"	19	11	199	2	1	"right"	18	4	1	"left"	894	1	0	0	609	0	"2015-10-15T22:54:55.720Z"
6926	"f"	"8vfXyBuTAC"	14	4	92	3	1	"wait"	9	1	0	"up"	1437	1	0	0	651	3	"2015-10-15T22:54:45.735Z"
6927	"f"	"m9ncUQfmjD"	15	0	143	0	1	"right"	15	4	1	"left"	891	0	0	0	197	0	"2015-10-15T22:55:08.382Z"
6928	"s"	"Zh1MLlISAE"	19	12	200	2	1	"wait"	18	4	1	"left"	1069	1	0	0	813	0	"2015-10-15T22:54:57.106Z"
6929	"s"	"yDpYieAXD8"	0	0	0	0	1	"right"	0	4	1	"left"	3469	0	0	0	234	1	"2015-10-15T22:54:54.436Z"
6930	"f"	"8vfXyBuTAC"	14	5	93	3	1	"right"	9	1	1	"left"	930	0	1	1	500	2	"2015-10-15T22:54:46.989Z"
6931	"f"	"m9ncUQfmjD"	15	1	144	1	1	"right"	15	3	1	"left"	315	1	0	0	243	0	"2015-10-15T22:55:09.035Z"
6932	"s"	"EaivrqabCG"	11	0	86	0	1	"right"	3	4	1	"down"	1104	0	0	0	391	0	"2015-10-15T22:57:17.681Z"
6933	"f"	"m9ncUQfmjD"	15	2	145	1	1	"right"	15	3	1	"left"	252	1	0	0	216	0	"2015-10-15T22:55:09.601Z"
6934	"s"	"Zh1MLlISAE"	19	13	201	2	1	"right"	18	3	1	"wait"	1290	1	0	0	966	0	"2015-10-15T22:54:58.714Z"
6935	"s"	"EaivrqabCG"	11	1	87	1	1	"right"	3	4	0	"left"	712	0	0	0	394	0	"2015-10-15T22:57:18.713Z"
6936	"s"	"EaivrqabCG"	11	2	88	2	1	"right"	3	3	0	"up"	579	1	0	0	398	0	"2015-10-15T22:57:19.608Z"
6937	"s"	"Zh1MLlISAE"	19	14	202	2	1	"wait"	18	3	1	"right"	1019	1	0	0	651	0	"2015-10-15T22:55:00.054Z"
6938	"f"	"m9ncUQfmjD"	15	3	146	1	1	"down"	15	3	1	"left"	2024	0	0	0	247	0	"2015-10-15T22:55:11.936Z"
6939	"s"	"xU9jhFf4Ot"	2	0	16	0	1	"right"	1	4	1	"left"	7316	0	0	0	4822	2	"2015-10-15T22:54:59.384Z"
6940	"s"	"yDpYieAXD8"	0	1	1	1	1	"up"	0	3	1	"left"	2147	0	0	0	140	0	"2015-10-15T22:54:56.910Z"
6941	"s"	"yDpYieAXD8"	0	2	2	1	2	"right"	0	2	1	"wait"	440	1	0	0	296	2	"2015-10-15T22:54:57.663Z"
6942	"f"	"m9ncUQfmjD"	15	4	147	1	0	"right"	15	2	1	"wait"	390	1	0	0	236	0	"2015-10-15T22:55:12.646Z"
6943	"s"	"xU9jhFf4Ot"	2	1	17	1	1	"right"	1	3	1	"wait"	2494	1	0	0	1645	0	"2015-10-15T22:55:02.218Z"
6944	"s"	"EaivrqabCG"	11	3	89	2	1	"wait"	3	3	0	"up"	1255	1	0	0	363	0	"2015-10-15T22:57:21.182Z"
6945	"f"	"m9ncUQfmjD"	15	5	148	2	0	"right"	15	2	1	"wait"	234	1	0	0	212	0	"2015-10-15T22:55:13.198Z"
6946	"f"	"m9ncUQfmjD"	15	6	149	3	0	"right"	15	2	1	"left"	274	0	0	0	229	0	"2015-10-15T22:55:13.791Z"
6947	"s"	"yDpYieAXD8"	0	4	4	3	2	"down"	0	1	1	"left"	584	0	0	1	140	0	"2015-10-15T22:54:59.091Z"
6948	"s"	"Zh1MLlISAE"	19	15	203	2	1	"right"	18	4	1	"left"	2505	1	0	0	2241	3	"2015-10-15T22:55:02.878Z"
6949	"f"	"8vfXyBuTAC"	15	0	94	0	1	"right"	10	4	1	"down"	2447	0	0	0	172	0	"2015-10-15T22:54:52.023Z"
6950	"s"	"EaivrqabCG"	11	4	90	2	1	"down"	3	3	1	"wait"	1154	1	0	0	371	0	"2015-10-15T22:57:22.653Z"
6951	"f"	"m9ncUQfmjD"	15	7	150	4	0	"up"	15	1	1	"left"	404	0	1	1	243	0	"2015-10-15T22:55:14.511Z"
6952	"s"	"yDpYieAXD8"	0	3	3	2	2	"right"	0	2	1	"left"	218	0	0	0	201	0	"2015-10-15T22:54:58.201Z"
6953	"s"	"Zh1MLlISAE"	19	16	204	2	1	"down"	18	4	1	"left"	1020	0	0	0	605	0	"2015-10-15T22:55:04.219Z"
6954	"s"	"EaivrqabCG"	11	5	91	2	0	"right"	3	3	1	"left"	754	0	0	0	385	0	"2015-10-15T22:57:23.720Z"
6955	"s"	"Zh1MLlISAE"	19	17	205	2	0	"right"	18	3	1	"left"	1342	0	0	0	1177	1	"2015-10-15T22:55:05.880Z"
6956	"s"	"xU9jhFf4Ot"	2	2	18	2	1	"wait"	1	3	1	"left"	2163	1	0	0	1639	0	"2015-10-15T22:55:04.705Z"
6957	"f"	"8vfXyBuTAC"	15	1	95	1	1	"right"	10	4	0	"left"	3275	0	0	0	172	0	"2015-10-15T22:54:55.619Z"
6958	"f"	"m9ncUQfmjD"	16	0	151	0	1	"right"	16	4	1	"left"	943	0	0	0	283	0	"2015-10-15T22:55:18.054Z"
6959	"s"	"yDpYieAXD8"	1	0	5	0	1	"right"	0	4	1	"left"	1469	0	0	0	156	0	"2015-10-15T22:55:03.152Z"
6960	"s"	"EaivrqabCG"	11	6	92	3	0	"up"	3	2	1	"left"	2476	0	0	0	741	1	"2015-10-15T22:57:26.505Z"
6961	"s"	"Zh1MLlISAE"	19	18	206	3	0	"right"	18	2	1	"left"	989	0	0	0	505	0	"2015-10-15T22:55:07.217Z"
6962	"f"	"m9ncUQfmjD"	16	1	152	1	1	"right"	16	3	1	"left"	259	1	0	0	202	0	"2015-10-15T22:55:18.629Z"
6963	"f"	"m9ncUQfmjD"	16	2	153	1	1	"down"	16	3	1	"left"	362	0	0	0	194	0	"2015-10-15T22:55:19.309Z"
6964	"s"	"EaivrqabCG"	11	7	93	3	1	"right"	3	1	1	"left"	920	0	1	1	378	0	"2015-10-15T22:57:27.732Z"
6965	"f"	"8vfXyBuTAC"	15	2	96	2	1	"wait"	10	3	0	"left"	1641	1	0	0	187	0	"2015-10-15T22:54:57.585Z"
6966	"f"	"m9ncUQfmjD"	16	3	154	1	0	"right"	16	2	1	"left"	361	0	0	0	290	0	"2015-10-15T22:55:19.997Z"
6967	"f"	"m9ncUQfmjD"	16	4	155	2	0	"right"	16	1	1	"right"	400	0	0	0	256	0	"2015-10-15T22:55:20.731Z"
6968	"s"	"yDpYieAXD8"	1	2	7	1	1	"down"	0	3	1	"wait"	1533	1	0	0	125	0	"2015-10-15T22:55:05.535Z"
6969	"s"	"Zh1MLlISAE"	19	19	207	4	0	"up"	18	1	1	"left"	2227	0	1	1	2029	3	"2015-10-15T22:55:09.780Z"
6970	"f"	"8vfXyBuTAC"	15	3	97	2	1	"right"	10	2	0	"left"	909	0	0	0	187	0	"2015-10-15T22:54:58.808Z"
6971	"f"	"m9ncUQfmjD"	16	5	156	3	0	"right"	16	2	1	"left"	260	0	0	0	197	0	"2015-10-15T22:55:21.312Z"
6972	"s"	"yDpYieAXD8"	1	3	8	1	0	"right"	0	3	1	"down"	656	0	0	0	309	1	"2015-10-15T22:55:06.501Z"
6973	"f"	"m9ncUQfmjD"	16	6	157	4	0	"up"	16	1	1	"left"	388	0	1	1	230	0	"2015-10-15T22:55:22.016Z"
6974	"s"	"yDpYieAXD8"	1	4	9	2	0	"right"	0	3	0	"up"	176	0	0	0	125	0	"2015-10-15T22:55:06.984Z"
6975	"s"	"yDpYieAXD8"	1	1	6	1	1	"right"	0	3	1	"left"	213	1	0	0	177	0	"2015-10-15T22:55:03.674Z"
6976	"f"	"8vfXyBuTAC"	15	4	98	3	1	"wait"	10	1	0	"up"	1319	1	0	0	688	3	"2015-10-15T22:55:00.447Z"
6977	"s"	"yDpYieAXD8"	1	5	10	3	0	"right"	0	3	1	"up"	936	0	0	0	548	4	"2015-10-15T22:55:08.233Z"
6978	"s"	"yDpYieAXD8"	1	6	11	4	0	"up"	0	3	2	"right"	704	0	1	0	532	4	"2015-10-15T22:55:09.252Z"
6979	"f"	"8vfXyBuTAC"	15	5	99	3	1	"right"	10	1	1	"left"	912	0	1	1	515	2	"2015-10-15T22:55:01.695Z"
6980	"s"	"EaivrqabCG"	12	0	94	0	1	"right"	4	4	1	"up"	2486	0	0	0	371	0	"2015-10-15T22:57:32.794Z"
6981	"s"	"EaivrqabCG"	12	1	95	1	1	"right"	4	4	2	"left"	833	0	0	0	379	0	"2015-10-15T22:57:33.942Z"
6982	"f"	"m9ncUQfmjD"	17	0	158	0	1	"right"	17	4	1	"left"	1435	0	0	0	238	0	"2015-10-15T22:55:26.024Z"
6983	"s"	"xU9jhFf4Ot"	2	3	19	2	1	"wait"	1	3	1	"wait"	8071	1	0	0	4536	2	"2015-10-15T22:55:15.056Z"
6984	"s"	"EaivrqabCG"	12	2	96	2	1	"right"	4	3	2	"down"	705	1	0	0	381	0	"2015-10-15T22:57:34.955Z"
6985	"f"	"m9ncUQfmjD"	17	1	159	1	1	"right"	17	3	1	"left"	378	1	0	0	189	0	"2015-10-15T22:55:26.743Z"
6986	"f"	"m9ncUQfmjD"	17	2	160	1	1	"right"	17	3	1	"left"	260	1	0	0	193	0	"2015-10-15T22:55:27.325Z"
6987	"f"	"8vfXyBuTAC"	16	0	100	0	1	"right"	11	4	1	"down"	1280	0	0	0	172	0	"2015-10-15T22:55:05.562Z"
6988	"f"	"m9ncUQfmjD"	17	3	161	1	1	"down"	17	3	1	"left"	490	0	0	0	393	0	"2015-10-15T22:55:28.130Z"
6989	"s"	"EaivrqabCG"	12	3	97	2	1	"wait"	4	3	2	"down"	1214	1	0	0	372	0	"2015-10-15T22:57:36.478Z"
6990	"f"	"m9ncUQfmjD"	17	4	162	1	0	"right"	17	2	1	"up"	454	0	0	0	320	0	"2015-10-15T22:55:28.907Z"
6991	"s"	"yDpYieAXD8"	2	1	13	1	1	"right"	1	3	1	"left"	668	1	0	0	110	0	"2015-10-15T22:55:14.598Z"
6992	"f"	"8vfXyBuTAC"	16	1	101	1	1	"right"	11	4	0	"left"	1231	0	0	0	187	0	"2015-10-15T22:55:07.109Z"
6993	"f"	"m9ncUQfmjD"	17	5	163	2	0	"right"	17	2	2	"left"	320	0	0	0	207	0	"2015-10-15T22:55:29.561Z"
6994	"s"	"yDpYieAXD8"	2	2	14	1	1	"down"	1	3	1	"wait"	415	1	0	0	156	0	"2015-10-15T22:55:15.318Z"
6995	"f"	"m9ncUQfmjD"	17	6	164	3	0	"right"	17	1	2	"left"	280	0	0	0	192	0	"2015-10-15T22:55:30.154Z"
6996	"s"	"yDpYieAXD8"	2	0	12	0	1	"right"	1	4	1	"left"	1786	0	0	0	140	0	"2015-10-15T22:55:13.609Z"
6997	"s"	"yDpYieAXD8"	2	3	15	1	0	"right"	1	3	1	"left"	176	0	0	0	109	0	"2015-10-15T22:55:15.802Z"
6998	"f"	"m9ncUQfmjD"	17	7	165	4	0	"up"	17	0	2	"down"	340	0	1	1	258	0	"2015-10-15T22:55:30.813Z"
6999	"f"	"8vfXyBuTAC"	16	2	102	2	1	"wait"	11	3	0	"left"	1591	1	0	0	187	0	"2015-10-15T22:55:09.020Z"
7000	"s"	"yDpYieAXD8"	2	4	16	2	0	"right"	1	2	1	"left"	199	0	0	0	110	0	"2015-10-15T22:55:16.317Z"
7001	"s"	"EaivrqabCG"	12	4	98	2	1	"down"	4	3	1	"left"	3003	0	0	0	365	0	"2015-10-15T22:57:39.799Z"
7002	"s"	"yDpYieAXD8"	2	5	17	3	0	"right"	1	1	1	"left"	777	0	0	1	141	0	"2015-10-15T22:55:17.413Z"
7003	"f"	"8vfXyBuTAC"	16	3	103	2	1	"right"	11	2	0	"up"	880	0	0	0	187	0	"2015-10-15T22:55:10.220Z"
7004	"s"	"EaivrqabCG"	12	5	99	2	0	"right"	4	2	1	"left"	803	0	0	0	389	0	"2015-10-15T22:57:40.913Z"
7005	"f"	"KqEsc5BmMD"	0	0	0	0	1	"right"	0	4	1	"right"	2847	0	0	0	266	1	"2015-10-15T22:55:11.611Z"
7006	"s"	"xU9jhFf4Ot"	2	4	20	2	1	"wait"	1	3	1	"down"	7592	1	0	0	1519	0	"2015-10-15T22:55:23.009Z"
7007	"f"	"KqEsc5BmMD"	0	1	1	1	1	"right"	0	4	1	"left"	609	0	0	0	148	0	"2015-10-15T22:55:12.536Z"
7008	"f"	"m9ncUQfmjD"	18	0	166	0	1	"right"	18	4	1	"left"	690	0	0	0	225	0	"2015-10-15T22:55:34.092Z"
7009	"f"	"8vfXyBuTAC"	16	4	104	3	1	"wait"	11	2	1	"left"	1550	1	0	0	654	3	"2015-10-15T22:55:12.094Z"
7010	"s"	"EaivrqabCG"	12	6	100	3	0	"up"	4	1	1	"left"	1321	0	0	1	381	0	"2015-10-15T22:57:42.539Z"
7011	"f"	"m9ncUQfmjD"	18	1	167	1	1	"right"	18	3	1	"left"	328	1	0	0	245	0	"2015-10-15T22:55:34.736Z"
7012	"f"	"KqEsc5BmMD"	0	2	2	2	1	"wait"	0	3	1	"left"	789	1	0	0	162	0	"2015-10-15T22:55:13.638Z"
7013	"s"	"yDpYieAXD8"	3	0	18	0	1	"right"	1	4	1	"left"	927	0	0	0	110	0	"2015-10-15T22:55:20.927Z"
7014	"f"	"m9ncUQfmjD"	18	2	168	1	1	"right"	18	3	1	"left"	275	1	0	0	230	0	"2015-10-15T22:55:35.330Z"
7015	"f"	"8vfXyBuTAC"	16	5	105	3	1	"right"	11	1	1	"left"	1186	0	1	1	499	2	"2015-10-15T22:55:13.594Z"
7016	"s"	"yDpYieAXD8"	3	1	19	1	1	"right"	1	3	1	"left"	201	1	0	0	125	0	"2015-10-15T22:55:21.446Z"
7017	"s"	"yDpYieAXD8"	3	2	20	1	1	"up"	1	3	1	"wait"	329	1	0	0	141	0	"2015-10-15T22:55:22.087Z"
7018	"s"	"xU9jhFf4Ot"	2	5	21	2	1	"right"	1	3	0	"left"	1889	0	0	0	1501	0	"2015-10-15T22:55:25.461Z"
7019	"f"	"m9ncUQfmjD"	18	3	169	1	1	"down"	18	3	1	"left"	1065	0	0	0	189	0	"2015-10-15T22:55:36.712Z"
