"id"	"exp_condition"	"workerid"	"round"	"round_step"	"total_step"	"participant_x"	"participant_y"	"participant_action"	"participant_points"	"learner_x"	"learner_y"	"learner_action"	"reaction_time"	"is_collision"	"participant_gets_goal"	"learner_gets_goal"	"computation_time"	"learner_iterations"	"date_time"
8839	"s"	"7dhaRdP3ht"	8	13	62	2	1	"right"	1	3	1	"wait"	128	1	0	0	111	0	"2015-10-15T23:31:34.519Z"
8840	"s"	"7dhaRdP3ht"	8	14	63	2	1	"right"	1	3	1	"left"	280	1	0	0	123	0	"2015-10-15T23:31:35.107Z"
8841	"s"	"7dhaRdP3ht"	8	15	64	2	1	"right"	1	3	1	"wait"	267	1	0	0	125	0	"2015-10-15T23:31:35.681Z"
8842	"s"	"ZnbheCjXCZ"	12	1	108	0	0	"up"	8	3	1	"down"	1391	0	0	0	580	0	"2015-10-15T23:31:33.754Z"
8843	"s"	"7dhaRdP3ht"	8	16	65	2	1	"right"	1	3	1	"wait"	330	1	0	0	117	0	"2015-10-15T23:31:36.318Z"
8844	"s"	"7dhaRdP3ht"	8	17	66	2	1	"right"	1	3	1	"wait"	325	1	0	0	150	0	"2015-10-15T23:31:36.949Z"
8845	"s"	"ZnbheCjXCZ"	12	2	109	0	1	"right"	8	3	0	"left"	952	0	0	0	584	0	"2015-10-15T23:31:35.013Z"
8846	"s"	"7dhaRdP3ht"	8	18	67	2	1	"wait"	1	3	1	"left"	515	1	0	0	126	0	"2015-10-15T23:31:37.772Z"
8847	"s"	"ZnbheCjXCZ"	12	3	110	1	1	"right"	8	2	0	"left"	663	0	0	0	559	0	"2015-10-15T23:31:35.982Z"
8848	"s"	"7dhaRdP3ht"	8	19	68	2	1	"wait"	1	3	1	"wait"	691	1	0	0	132	0	"2015-10-15T23:31:38.771Z"
8849	"s"	"ZnbheCjXCZ"	12	4	111	2	1	"right"	8	1	0	"left"	596	0	0	0	541	0	"2015-10-15T23:31:36.885Z"
8850	"s"	"7dhaRdP3ht"	8	20	69	2	1	"wait"	1	3	1	"wait"	820	1	0	0	139	0	"2015-10-15T23:31:39.898Z"
8851	"s"	"ZnbheCjXCZ"	12	5	112	3	1	"right"	8	0	0	"up"	691	0	1	1	577	0	"2015-10-15T23:31:37.883Z"
8852	"s"	"7dhaRdP3ht"	8	21	70	2	1	"wait"	1	3	1	"left"	309	1	0	0	136	0	"2015-10-15T23:31:40.512Z"
8853	"s"	"7dhaRdP3ht"	8	22	71	2	1	"wait"	1	3	1	"left"	320	1	0	0	135	0	"2015-10-15T23:31:41.138Z"
8854	"s"	"7dhaRdP3ht"	8	23	72	2	1	"wait"	1	3	1	"wait"	185	1	0	0	114	0	"2015-10-15T23:31:41.631Z"
8855	"s"	"7dhaRdP3ht"	8	24	73	2	1	"wait"	1	3	1	"left"	256	1	0	0	130	0	"2015-10-15T23:31:42.195Z"
8856	"s"	"7dhaRdP3ht"	8	25	74	2	1	"wait"	1	3	1	"left"	197	1	0	0	130	0	"2015-10-15T23:31:42.701Z"
8857	"s"	"ZnbheCjXCZ"	13	0	113	0	1	"down"	9	4	1	"left"	939	0	0	0	603	0	"2015-10-15T23:31:41.392Z"
8858	"s"	"7dhaRdP3ht"	8	26	75	2	1	"right"	1	3	1	"left"	789	1	0	0	132	0	"2015-10-15T23:31:44.468Z"
8859	"s"	"7dhaRdP3ht"	8	27	76	2	1	"right"	1	3	1	"left"	439	1	0	0	123	0	"2015-10-15T23:31:45.212Z"
8860	"s"	"7dhaRdP3ht"	8	28	77	2	1	"up"	1	3	1	"wait"	280	1	0	0	140	0	"2015-10-15T23:31:45.798Z"
8861	"s"	"7dhaRdP3ht"	8	29	78	2	2	"right"	1	3	1	"left"	264	0	0	0	130	0	"2015-10-15T23:31:46.368Z"
8862	"s"	"7dhaRdP3ht"	9	0	79	0	1	"right"	1	4	1	"up"	645	0	0	0	123	0	"2015-10-15T23:31:49.578Z"
8863	"s"	"ZnbheCjXCZ"	13	1	114	0	0	"up"	9	3	1	"up"	5664	0	0	0	583	0	"2015-10-15T23:31:47.688Z"
8864	"s"	"7dhaRdP3ht"	9	1	80	1	1	"right"	1	4	2	"left"	182	0	0	0	129	0	"2015-10-15T23:31:50.068Z"
8865	"s"	"7dhaRdP3ht"	9	2	81	2	1	"right"	1	3	2	"down"	202	1	0	0	131	0	"2015-10-15T23:31:50.577Z"
8866	"s"	"7dhaRdP3ht"	9	3	82	2	1	"right"	1	3	2	"down"	597	1	0	0	119	0	"2015-10-15T23:31:51.480Z"
8867	"s"	"ZnbheCjXCZ"	13	2	115	0	1	"right"	9	3	2	"left"	1521	0	0	0	582	0	"2015-10-15T23:31:49.517Z"
8868	"s"	"7dhaRdP3ht"	9	4	83	2	1	"right"	1	3	2	"down"	204	1	0	0	133	0	"2015-10-15T23:31:51.991Z"
8869	"s"	"7dhaRdP3ht"	9	5	84	2	1	"right"	1	3	2	"down"	147	1	0	0	103	0	"2015-10-15T23:31:52.444Z"
8870	"s"	"ZnbheCjXCZ"	13	3	116	1	1	"right"	9	2	2	"left"	688	0	0	0	566	0	"2015-10-15T23:31:50.512Z"
8871	"s"	"7dhaRdP3ht"	9	6	85	2	1	"right"	1	3	2	"down"	237	1	0	0	128	0	"2015-10-15T23:31:52.988Z"
8872	"s"	"7dhaRdP3ht"	9	7	86	2	1	"right"	1	3	2	"down"	218	1	0	0	134	0	"2015-10-15T23:31:53.515Z"
8873	"s"	"ZnbheCjXCZ"	13	4	117	2	1	"right"	9	1	2	"down"	680	0	0	0	575	0	"2015-10-15T23:31:51.498Z"
8874	"s"	"7dhaRdP3ht"	9	8	87	2	1	"right"	1	3	2	"down"	227	1	0	0	101	0	"2015-10-15T23:31:54.049Z"
8875	"s"	"ZnbheCjXCZ"	13	5	118	3	1	"right"	9	1	1	"left"	802	0	1	1	578	0	"2015-10-15T23:31:52.607Z"
8876	"s"	"7dhaRdP3ht"	9	9	88	2	1	"up"	1	3	2	"down"	481	0	0	0	113	0	"2015-10-15T23:31:54.838Z"
8877	"s"	"7dhaRdP3ht"	9	10	89	2	2	"right"	1	3	1	"left"	256	0	0	0	150	0	"2015-10-15T23:31:55.402Z"
8878	"s"	"7dhaRdP3ht"	9	11	90	3	2	"right"	1	2	1	"left"	164	0	0	0	135	0	"2015-10-15T23:31:55.873Z"
8879	"s"	"7dhaRdP3ht"	9	12	91	4	2	"down"	1	1	1	"left"	658	0	1	1	549	4	"2015-10-15T23:31:56.837Z"
8880	"s"	"ZnbheCjXCZ"	14	0	119	0	1	"down"	10	4	1	"left"	1510	0	0	0	581	0	"2015-10-15T23:31:56.683Z"
8881	"s"	"ZnbheCjXCZ"	14	1	120	0	0	"up"	10	3	1	"down"	884	0	0	0	581	0	"2015-10-15T23:31:57.875Z"
8882	"s"	"7dhaRdP3ht"	10	0	92	0	1	"right"	2	4	1	"up"	554	0	0	0	127	0	"2015-10-15T23:31:59.952Z"
8883	"s"	"7dhaRdP3ht"	10	1	93	1	1	"right"	2	4	2	"left"	413	0	0	0	171	0	"2015-10-15T23:32:01.188Z"
8884	"s"	"7dhaRdP3ht"	10	2	94	2	1	"right"	2	3	2	"down"	458	1	0	0	136	0	"2015-10-15T23:32:02.036Z"
8885	"s"	"ZnbheCjXCZ"	14	2	121	0	1	"right"	10	3	0	"left"	1156	0	0	0	539	0	"2015-10-15T23:31:59.339Z"
8886	"s"	"7dhaRdP3ht"	10	3	95	2	1	"right"	2	3	2	"down"	215	1	0	0	145	0	"2015-10-15T23:32:02.558Z"
8887	"s"	"ZnbheCjXCZ"	14	3	122	1	1	"right"	10	2	0	"left"	636	0	0	0	550	0	"2015-10-15T23:32:00.281Z"
8888	"s"	"7dhaRdP3ht"	10	4	96	2	1	"right"	2	3	2	"down"	166	1	0	0	129	0	"2015-10-15T23:32:03.030Z"
8889	"s"	"ZnbheCjXCZ"	14	4	123	2	1	"right"	10	1	0	"left"	603	0	0	0	549	0	"2015-10-15T23:32:01.191Z"
8890	"s"	"7dhaRdP3ht"	10	5	97	2	1	"right"	2	3	2	"down"	191	1	0	0	132	0	"2015-10-15T23:32:03.531Z"
8891	"s"	"ZnbheCjXCZ"	14	5	124	3	1	"right"	10	0	0	"up"	752	0	1	1	563	0	"2015-10-15T23:32:02.251Z"
8892	"s"	"7dhaRdP3ht"	10	6	98	2	1	"right"	2	3	2	"down"	658	1	0	0	128	0	"2015-10-15T23:32:04.498Z"
8893	"s"	"7dhaRdP3ht"	10	7	99	2	1	"right"	2	3	2	"down"	193	1	0	0	152	0	"2015-10-15T23:32:05.000Z"
8894	"s"	"7dhaRdP3ht"	10	8	100	2	1	"up"	2	3	2	"down"	356	0	0	0	132	0	"2015-10-15T23:32:05.663Z"
8895	"s"	"7dhaRdP3ht"	10	9	101	2	2	"right"	2	3	1	"left"	106	0	0	0	103	0	"2015-10-15T23:32:06.078Z"
8896	"s"	"7dhaRdP3ht"	10	10	102	3	2	"right"	2	2	1	"left"	241	0	0	0	135	0	"2015-10-15T23:32:06.628Z"
8897	"s"	"7dhaRdP3ht"	10	11	103	4	2	"down"	2	1	1	"left"	224	0	1	1	103	0	"2015-10-15T23:32:07.164Z"
8898	"s"	"ZnbheCjXCZ"	15	0	125	0	1	"down"	11	4	1	"left"	976	0	0	0	603	0	"2015-10-15T23:32:05.792Z"
8899	"s"	"ZnbheCjXCZ"	15	1	126	0	0	"up"	11	3	1	"left"	899	0	0	0	556	0	"2015-10-15T23:32:07.001Z"
8900	"s"	"7dhaRdP3ht"	11	0	104	0	1	"right"	3	4	1	"up"	305	0	0	0	133	0	"2015-10-15T23:32:10.032Z"
8901	"s"	"7dhaRdP3ht"	11	1	105	1	1	"right"	3	4	2	"left"	146	0	0	0	105	0	"2015-10-15T23:32:10.487Z"
8902	"s"	"7dhaRdP3ht"	11	2	106	2	1	"right"	3	3	2	"down"	138	1	0	0	103	0	"2015-10-15T23:32:10.932Z"
8903	"s"	"ZnbheCjXCZ"	15	2	127	0	1	"right"	11	2	1	"down"	1886	0	0	0	576	0	"2015-10-15T23:32:09.195Z"
8904	"s"	"7dhaRdP3ht"	11	3	107	2	1	"right"	3	3	2	"down"	145	1	0	0	103	0	"2015-10-15T23:32:11.387Z"
8905	"s"	"7dhaRdP3ht"	11	4	108	2	1	"up"	3	3	2	"down"	280	0	0	0	142	0	"2015-10-15T23:32:11.975Z"
8906	"s"	"7dhaRdP3ht"	11	5	109	2	2	"right"	3	3	1	"left"	151	0	0	0	144	0	"2015-10-15T23:32:12.435Z"
8907	"s"	"7dhaRdP3ht"	11	6	110	3	2	"right"	3	2	1	"left"	256	0	0	0	154	0	"2015-10-15T23:32:12.999Z"
8908	"s"	"ZnbheCjXCZ"	15	3	128	1	1	"right"	11	2	0	"left"	1649	0	0	0	591	0	"2015-10-15T23:32:11.156Z"
8909	"s"	"7dhaRdP3ht"	11	7	111	4	2	"down"	3	1	1	"left"	151	0	1	1	109	0	"2015-10-15T23:32:13.458Z"
8910	"s"	"ZnbheCjXCZ"	15	4	129	2	1	"right"	11	1	0	"up"	986	0	0	0	586	0	"2015-10-15T23:32:12.453Z"
8911	"s"	"ZnbheCjXCZ"	15	5	130	3	1	"right"	11	1	1	"left"	1012	0	1	1	620	0	"2015-10-15T23:32:13.777Z"
8912	"s"	"7dhaRdP3ht"	12	0	112	0	1	"right"	4	4	1	"left"	120	0	0	0	109	0	"2015-10-15T23:32:16.824Z"
8913	"s"	"7dhaRdP3ht"	12	1	113	1	1	"right"	4	3	1	"left"	792	1	0	0	107	0	"2015-10-15T23:32:17.923Z"
8914	"s"	"7dhaRdP3ht"	12	2	114	1	1	"right"	4	3	1	"up"	272	0	0	0	139	0	"2015-10-15T23:32:18.503Z"
8915	"s"	"7dhaRdP3ht"	12	3	115	2	1	"up"	4	3	2	"down"	172	0	0	0	115	0	"2015-10-15T23:32:18.981Z"
8916	"s"	"ZnbheCjXCZ"	16	0	131	0	1	"down"	12	4	1	"left"	924	0	0	0	585	0	"2015-10-15T23:32:17.283Z"
8917	"s"	"7dhaRdP3ht"	12	4	116	2	2	"right"	4	3	1	"left"	242	0	0	0	127	0	"2015-10-15T23:32:19.532Z"
8918	"s"	"7dhaRdP3ht"	12	5	117	3	2	"right"	4	2	1	"left"	307	0	0	0	246	0	"2015-10-15T23:32:20.148Z"
8919	"s"	"ZnbheCjXCZ"	16	1	132	0	0	"up"	12	3	1	"left"	705	0	0	0	566	0	"2015-10-15T23:32:18.297Z"
8920	"s"	"7dhaRdP3ht"	12	6	118	4	2	"down"	4	1	1	"left"	119	0	1	1	106	0	"2015-10-15T23:32:20.576Z"
8921	"s"	"ZnbheCjXCZ"	16	2	133	0	1	"right"	12	2	1	"down"	1051	0	0	0	560	0	"2015-10-15T23:32:19.662Z"
8922	"s"	"ZnbheCjXCZ"	16	3	134	1	1	"right"	12	2	0	"left"	874	0	0	0	566	0	"2015-10-15T23:32:20.848Z"
8923	"s"	"7dhaRdP3ht"	13	0	119	0	1	"right"	5	4	1	"left"	230	0	0	0	126	0	"2015-10-15T23:32:23.370Z"
8924	"s"	"7dhaRdP3ht"	13	1	120	1	1	"right"	5	3	1	"up"	164	0	0	0	121	0	"2015-10-15T23:32:23.843Z"
8925	"s"	"ZnbheCjXCZ"	16	4	135	2	1	"right"	12	1	0	"up"	688	0	0	0	560	0	"2015-10-15T23:32:21.844Z"
8926	"s"	"7dhaRdP3ht"	13	2	121	2	1	"right"	5	3	2	"down"	216	1	0	0	118	0	"2015-10-15T23:32:24.366Z"
8927	"s"	"7dhaRdP3ht"	13	3	122	2	1	"right"	5	3	2	"down"	288	1	0	0	135	0	"2015-10-15T23:32:24.962Z"
8928	"s"	"ZnbheCjXCZ"	16	5	136	3	1	"right"	12	1	1	"left"	827	0	1	1	555	0	"2015-10-15T23:32:22.980Z"
8929	"s"	"7dhaRdP3ht"	13	4	123	2	1	"up"	5	3	2	"down"	114	0	0	0	103	0	"2015-10-15T23:32:25.385Z"
8930	"s"	"7dhaRdP3ht"	13	5	124	2	2	"right"	5	3	1	"left"	126	0	0	0	102	0	"2015-10-15T23:32:25.821Z"
8931	"s"	"7dhaRdP3ht"	13	6	125	3	2	"right"	5	2	1	"left"	213	0	0	0	125	0	"2015-10-15T23:32:26.342Z"
8932	"s"	"7dhaRdP3ht"	13	7	126	4	2	"down"	5	1	1	"left"	211	0	1	1	120	0	"2015-10-15T23:32:26.862Z"
8933	"s"	"ZnbheCjXCZ"	17	0	137	0	1	"down"	13	4	1	"left"	1050	0	0	0	583	0	"2015-10-15T23:32:26.600Z"
8934	"s"	"7dhaRdP3ht"	14	0	127	0	1	"right"	6	4	1	"up"	289	0	0	0	137	0	"2015-10-15T23:32:29.715Z"
8935	"s"	"ZnbheCjXCZ"	17	1	138	0	0	"up"	13	3	1	"up"	793	0	0	0	564	0	"2015-10-15T23:32:27.702Z"
8936	"s"	"7dhaRdP3ht"	14	1	128	1	1	"right"	6	4	2	"left"	185	0	0	0	103	0	"2015-10-15T23:32:30.209Z"
8937	"s"	"ZnbheCjXCZ"	17	2	139	0	1	"right"	13	3	2	"left"	990	0	0	0	577	0	"2015-10-15T23:32:29.006Z"
8938	"s"	"7dhaRdP3ht"	14	2	129	2	1	"right"	6	3	2	"down"	598	1	0	0	105	0	"2015-10-15T23:32:31.114Z"
8939	"s"	"7dhaRdP3ht"	14	3	130	2	1	"right"	6	3	2	"down"	217	1	0	0	125	0	"2015-10-15T23:32:31.661Z"
8940	"s"	"ZnbheCjXCZ"	17	3	140	1	1	"right"	13	2	2	"left"	661	0	0	0	565	0	"2015-10-15T23:32:29.974Z"
8941	"s"	"ZnbheCjXCZ"	17	4	141	2	1	"right"	13	1	2	"down"	671	0	0	0	553	0	"2015-10-15T23:32:30.952Z"
8942	"s"	"7dhaRdP3ht"	14	4	131	2	1	"right"	6	3	2	"down"	791	1	0	0	124	0	"2015-10-15T23:32:33.542Z"
8943	"s"	"ZnbheCjXCZ"	17	5	142	3	1	"right"	13	1	1	"left"	854	0	1	1	562	0	"2015-10-15T23:32:32.114Z"
8944	"s"	"7dhaRdP3ht"	14	5	132	2	1	"right"	6	3	2	"down"	449	1	0	0	106	0	"2015-10-15T23:32:34.302Z"
8945	"s"	"7dhaRdP3ht"	14	6	133	2	1	"up"	6	3	2	"down"	316	0	0	0	120	0	"2015-10-15T23:32:34.925Z"
8946	"s"	"7dhaRdP3ht"	14	7	134	2	2	"right"	6	3	1	"left"	294	0	0	0	133	0	"2015-10-15T23:32:35.526Z"
8947	"s"	"7dhaRdP3ht"	14	8	135	3	2	"right"	6	2	1	"left"	229	0	0	0	132	0	"2015-10-15T23:32:36.064Z"
8948	"s"	"7dhaRdP3ht"	14	9	136	4	2	"down"	6	1	1	"left"	254	0	1	1	127	0	"2015-10-15T23:32:36.629Z"
8949	"s"	"ZnbheCjXCZ"	18	0	143	0	1	"down"	14	4	1	"left"	1926	0	0	0	1697	2	"2015-10-15T23:32:36.612Z"
8950	"s"	"7dhaRdP3ht"	15	0	137	0	1	"right"	7	4	1	"up"	343	0	0	0	128	0	"2015-10-15T23:32:39.539Z"
8951	"s"	"ZnbheCjXCZ"	18	1	144	0	0	"up"	14	3	1	"left"	745	0	0	0	546	0	"2015-10-15T23:32:37.666Z"
8952	"s"	"7dhaRdP3ht"	15	1	138	1	1	"right"	7	4	2	"left"	214	0	0	0	120	0	"2015-10-15T23:32:40.062Z"
8953	"s"	"7dhaRdP3ht"	15	2	139	2	1	"right"	7	3	2	"down"	676	1	0	0	122	0	"2015-10-15T23:32:41.044Z"
8954	"s"	"7dhaRdP3ht"	15	3	140	2	1	"right"	7	3	2	"down"	342	1	0	0	191	0	"2015-10-15T23:32:41.694Z"
8955	"s"	"7dhaRdP3ht"	15	4	141	2	1	"right"	7	3	2	"down"	199	1	0	0	153	0	"2015-10-15T23:32:42.201Z"
8956	"s"	"ZnbheCjXCZ"	18	2	145	0	1	"right"	14	2	1	"down"	1959	0	0	0	1733	2	"2015-10-15T23:32:39.932Z"
8957	"s"	"7dhaRdP3ht"	15	5	142	2	1	"up"	7	3	2	"down"	324	0	0	0	179	0	"2015-10-15T23:32:42.832Z"
8958	"s"	"7dhaRdP3ht"	15	6	143	2	2	"right"	7	3	1	"left"	266	0	0	0	153	0	"2015-10-15T23:32:43.405Z"
8959	"s"	"7dhaRdP3ht"	15	7	144	3	2	"right"	7	2	1	"left"	274	0	0	0	202	0	"2015-10-15T23:32:43.990Z"
8960	"s"	"7dhaRdP3ht"	15	8	145	4	2	"down"	7	1	1	"left"	181	0	1	1	151	0	"2015-10-15T23:32:44.478Z"
8961	"s"	"ZnbheCjXCZ"	18	3	146	1	1	"right"	14	2	0	"left"	2563	0	0	0	599	0	"2015-10-15T23:32:42.808Z"
8962	"s"	"ZnbheCjXCZ"	18	4	147	2	1	"right"	14	1	0	"left"	774	0	0	0	561	0	"2015-10-15T23:32:43.893Z"
8963	"s"	"7dhaRdP3ht"	16	0	146	0	1	"right"	8	4	1	"up"	300	0	0	0	220	0	"2015-10-15T23:32:47.342Z"
8964	"s"	"ZnbheCjXCZ"	18	5	148	3	1	"right"	14	0	0	"up"	717	0	1	1	544	0	"2015-10-15T23:32:44.917Z"
8965	"s"	"7dhaRdP3ht"	16	1	147	1	1	"right"	8	4	2	"left"	274	0	0	0	213	0	"2015-10-15T23:32:47.924Z"
8966	"s"	"7dhaRdP3ht"	16	2	148	2	1	"right"	8	3	2	"down"	269	1	0	0	190	0	"2015-10-15T23:32:48.978Z"
8967	"s"	"7dhaRdP3ht"	16	3	149	2	1	"right"	8	3	2	"down"	224	1	0	0	211	0	"2015-10-15T23:32:49.509Z"
8968	"s"	"7dhaRdP3ht"	16	4	150	2	1	"up"	8	3	2	"down"	241	0	0	0	195	0	"2015-10-15T23:32:50.060Z"
8969	"s"	"7dhaRdP3ht"	16	5	151	2	2	"right"	8	3	1	"left"	269	0	0	0	194	0	"2015-10-15T23:32:50.636Z"
8970	"s"	"7dhaRdP3ht"	16	6	152	3	2	"right"	8	2	1	"left"	192	0	0	0	187	0	"2015-10-15T23:32:51.136Z"
8971	"s"	"7dhaRdP3ht"	16	7	153	4	2	"down"	8	1	1	"left"	357	0	1	1	198	0	"2015-10-15T23:32:51.801Z"
8972	"s"	"ZnbheCjXCZ"	19	0	149	0	1	"down"	15	4	1	"left"	2309	0	0	0	1727	2	"2015-10-15T23:32:49.797Z"
8973	"s"	"ZnbheCjXCZ"	19	1	150	0	0	"up"	15	3	1	"down"	853	0	0	0	567	0	"2015-10-15T23:32:50.958Z"
8974	"s"	"7dhaRdP3ht"	17	0	154	0	1	"right"	9	4	1	"up"	282	0	0	0	188	0	"2015-10-15T23:32:54.648Z"
8975	"s"	"ZnbheCjXCZ"	19	2	151	0	1	"right"	15	3	0	"left"	1125	0	0	0	580	0	"2015-10-15T23:32:52.389Z"
8976	"s"	"7dhaRdP3ht"	17	1	155	1	1	"right"	9	4	2	"left"	850	0	0	0	237	0	"2015-10-15T23:32:55.805Z"
8977	"s"	"ZnbheCjXCZ"	19	3	152	1	1	"right"	15	2	0	"left"	707	0	0	0	596	0	"2015-10-15T23:32:53.403Z"
8978	"s"	"7dhaRdP3ht"	17	2	156	2	1	"right"	9	3	2	"down"	859	1	0	0	200	0	"2015-10-15T23:32:56.980Z"
8979	"s"	"ZnbheCjXCZ"	19	4	153	2	1	"right"	15	1	0	"up"	678	0	0	0	547	0	"2015-10-15T23:32:54.388Z"
8980	"s"	"7dhaRdP3ht"	17	3	157	2	1	"up"	9	3	2	"down"	393	0	0	0	226	0	"2015-10-15T23:32:57.680Z"
8981	"s"	"7dhaRdP3ht"	17	4	158	2	2	"right"	9	3	1	"left"	391	0	0	0	213	0	"2015-10-15T23:32:58.377Z"
8982	"s"	"ZnbheCjXCZ"	19	5	154	3	1	"right"	15	1	1	"left"	902	0	1	1	580	0	"2015-10-15T23:32:55.601Z"
8983	"s"	"7dhaRdP3ht"	17	5	159	3	2	"right"	9	2	1	"left"	259	0	0	0	201	0	"2015-10-15T23:32:58.944Z"
8984	"s"	"7dhaRdP3ht"	17	6	160	4	2	"down"	9	1	1	"left"	323	0	1	1	242	0	"2015-10-15T23:32:59.574Z"
8985	"s"	"7dhaRdP3ht"	18	0	161	0	1	"right"	10	4	1	"up"	230	0	0	0	197	0	"2015-10-15T23:33:02.370Z"
8986	"s"	"7dhaRdP3ht"	18	1	162	1	1	"right"	10	4	2	"left"	675	0	0	0	215	0	"2015-10-15T23:33:03.355Z"
8987	"s"	"7dhaRdP3ht"	18	2	163	2	1	"right"	10	3	2	"down"	274	1	0	0	217	0	"2015-10-15T23:33:03.939Z"
8988	"s"	"7dhaRdP3ht"	18	3	164	2	1	"up"	10	3	2	"down"	582	0	0	0	239	0	"2015-10-15T23:33:05.321Z"
8989	"s"	"7dhaRdP3ht"	18	4	165	2	2	"right"	10	3	1	"left"	321	0	0	0	236	0	"2015-10-15T23:33:05.950Z"
8990	"s"	"7dhaRdP3ht"	18	5	166	3	2	"right"	10	2	1	"left"	242	0	0	0	192	0	"2015-10-15T23:33:06.500Z"
8991	"s"	"7dhaRdP3ht"	18	6	167	4	2	"down"	10	1	1	"left"	278	0	1	1	201	0	"2015-10-15T23:33:07.085Z"
8992	"s"	"7dhaRdP3ht"	19	0	168	0	1	"right"	11	4	1	"up"	212	0	0	0	185	0	"2015-10-15T23:33:09.862Z"
8993	"s"	"7dhaRdP3ht"	19	1	169	1	1	"right"	11	4	2	"left"	301	0	0	0	241	0	"2015-10-15T23:33:10.470Z"
8994	"s"	"7dhaRdP3ht"	19	2	170	2	1	"right"	11	3	2	"down"	817	1	0	0	211	0	"2015-10-15T23:33:11.600Z"
8995	"s"	"7dhaRdP3ht"	19	3	171	2	1	"up"	11	3	2	"down"	460	0	0	0	228	0	"2015-10-15T23:33:12.368Z"
8996	"s"	"7dhaRdP3ht"	19	4	172	2	2	"right"	11	3	1	"left"	291	0	0	0	237	0	"2015-10-15T23:33:12.967Z"
8997	"s"	"7dhaRdP3ht"	19	5	173	3	2	"right"	11	2	1	"left"	232	0	0	0	186	0	"2015-10-15T23:33:13.506Z"
8998	"s"	"7dhaRdP3ht"	19	6	174	4	2	"down"	11	1	1	"left"	334	0	1	1	258	0	"2015-10-15T23:33:14.149Z"
8999	"f"	"IyTdFVEaGi"	0	0	0	0	1	"right"	0	4	1	"left"	2004	0	0	0	428	1	"2015-10-15T23:56:52.452Z"
9000	"f"	"IyTdFVEaGi"	0	1	1	1	1	"wait"	0	3	1	"left"	1739	1	0	0	226	0	"2015-10-15T23:56:54.529Z"
9001	"f"	"IyTdFVEaGi"	0	2	2	1	1	"up"	0	2	1	"up"	2076	0	0	0	796	3	"2015-10-15T23:56:56.928Z"
9002	"f"	"IyTdFVEaGi"	0	3	3	1	2	"wait"	0	2	2	"left"	1791	1	0	0	272	0	"2015-10-15T23:56:59.030Z"
9003	"f"	"IyTdFVEaGi"	0	4	4	1	2	"down"	0	2	2	"down"	648	0	0	0	235	0	"2015-10-15T23:57:00.004Z"
9004	"f"	"IyTdFVEaGi"	0	5	5	1	1	"wait"	0	2	1	"left"	2071	1	0	0	211	0	"2015-10-15T23:57:02.391Z"
9005	"f"	"IyTdFVEaGi"	0	6	6	1	1	"down"	0	2	1	"left"	559	0	0	0	200	0	"2015-10-15T23:57:03.262Z"
9006	"f"	"IyTdFVEaGi"	0	7	7	1	0	"right"	0	1	1	"left"	665	0	0	1	409	1	"2015-10-15T23:57:04.237Z"
9007	"f"	"IyTdFVEaGi"	1	0	8	0	1	"right"	0	4	1	"left"	1341	0	0	0	394	0	"2015-10-15T23:57:08.153Z"
9008	"f"	"IyTdFVEaGi"	1	1	9	1	1	"right"	0	3	1	"left"	573	1	0	0	226	0	"2015-10-15T23:57:09.060Z"
9009	"f"	"IyTdFVEaGi"	1	2	10	1	1	"right"	0	3	1	"up"	1035	0	0	0	602	2	"2015-10-15T23:57:10.406Z"
9010	"f"	"IyTdFVEaGi"	1	3	11	2	1	"right"	0	3	2	"right"	2277	0	0	0	1953	7	"2015-10-15T23:57:12.997Z"
9011	"f"	"IyTdFVEaGi"	1	4	12	3	1	"right"	0	4	2	"wait"	1846	1	1	0	1514	6	"2015-10-15T23:57:15.161Z"
9012	"f"	"IyTdFVEaGi"	2	0	13	0	1	"right"	1	4	1	"up"	1081	0	0	0	237	0	"2015-10-15T23:57:18.807Z"
9013	"f"	"IyTdFVEaGi"	2	1	14	1	1	"right"	1	4	2	"left"	458	0	0	0	244	0	"2015-10-15T23:57:19.575Z"
9014	"f"	"IyTdFVEaGi"	2	2	15	2	1	"right"	1	3	2	"right"	395	0	0	0	215	0	"2015-10-15T23:57:20.288Z"
9015	"f"	"IyTdFVEaGi"	2	3	16	3	1	"right"	1	4	2	"down"	401	1	0	0	216	0	"2015-10-15T23:57:21.006Z"
9016	"f"	"IyTdFVEaGi"	2	4	17	3	1	"right"	1	4	2	"down"	664	1	0	0	226	0	"2015-10-15T23:57:21.984Z"
9017	"f"	"IyTdFVEaGi"	2	5	18	3	1	"right"	1	4	2	"down"	475	1	0	0	248	0	"2015-10-15T23:57:22.782Z"
9018	"f"	"IyTdFVEaGi"	2	6	19	3	1	"right"	1	4	2	"down"	392	1	0	0	191	0	"2015-10-15T23:57:23.484Z"
9019	"f"	"IyTdFVEaGi"	2	7	20	3	1	"right"	1	4	2	"down"	273	1	0	0	206	0	"2015-10-15T23:57:24.068Z"
9020	"f"	"IyTdFVEaGi"	2	8	21	3	1	"right"	1	4	2	"down"	230	1	0	0	195	0	"2015-10-15T23:57:24.608Z"
9021	"f"	"IyTdFVEaGi"	2	9	22	3	1	"right"	1	4	2	"down"	240	1	0	0	208	0	"2015-10-15T23:57:25.158Z"
